query,user,date,content,replies,retweets,likes
Modi resign,/BharatheshBha,2025-08-29T15:25:27.000Z,"Bharath @BharatheshBha · Aug 29 OK deal Modi War
We will withdraw all Indian troops if at all its there and stop buying oil from Russia.
War will end right in next three months.
If not Trumpet will resign along with his entire team with apologise to the world. @realDonaldTrump Quote American Jewish Committee @AJCGlobal · Aug 29 AJC is mystified, and deeply troubled, by the chorus of attacks on India by U.S. officials -- the latest being a White House advisor's scurrilous charge that Russia's brutal aggression against Ukraine is ""Modi's war."" We regret energy-hungry India's reliance on Russian oil -- but Show more 30",30,30,30
Modi resign,/nishaDev1,2025-08-29T14:31:00.000Z,"nishaDev1 @nishaDev1 · Aug 29 @CJI @INCIndia There was no Modi /BJP wave in the 2024 Lok Sabha elections. Vote theft is real. Why isn't the ECI showing CCTV footage of polling booths? Claiming it can't show women is false; then why have CCTV? Modi /BJP should resign . Too many insults were thrown at Congress. Quote ISHA VERMA @IshaVerma__ · Aug 29 BOLD CLAIM !!

Rahul Gandhi’s voter fraud charge has echoed across India  — people no longer trust BJP or Modi.

— Neerja Chowdhury, Senior Journalist. 11",11,11,11
Modi resign,/TrustBlood89306,2025-08-29T13:48:30.000Z,Chiman Bhuva (Modi Parivar) @TrustBlood89306 · Aug 29 I am no astrologer but I belong to the country where Jaishankar is F M. American President Trump will resign within a few weeks. No one can survive Modi 's wrath. 1 60,1,1,1
Modi resign,/MohammedZabiMNM,2025-08-29T13:41:09.000Z,Mohammed Zabiullah @MohammedZabiMNM · Aug 29 Vote Chor Modi Resign Modi #VoteChor #VoteChori 1 11,1,1,1
Modi resign,/darkandcrude,2025-08-29T13:26:01.000Z,"Dark Pill @darkandcrude · Aug 29 A man can’t take out his anger on superiors , they will sack him

He can’t take it out on subordinates, they will resign He can’t take it out on wife & kids, they will thrash him

Only one left to vent out all frustration is Modi But when elections come, they know who to vote Quote Vishal Bhargava @VishalBhargava5 · Aug 29 Most of my friends have been BJP supporters for long. But Disappointment and sentiment is now so severe that I feel Rahul Gandhi may just have his shot at being PM in 2029. 9 67 397 5K",9,9,9
Modi resign,/rb_gurgaon,2025-08-29T13:01:44.000Z,"rb_gurgaon @rb_gurgaon · Aug 29 Replying to @YouthAgnstHate and @Tushar15_ Keep doing bhou bhou bhou 
Ayega to modi hi 
Idi.ts smoking papu stuff and doing bhou bhou all day …. Non sense - resign from KA JH Himachal first 46",46,46,46
Modi resign,/JblpolkaS,2025-08-29T12:48:17.000Z,"S P @JblpolkaS · Aug 29 Replying to @talk2anuradha This is a leadership problem. Bhagwat needs to resign . He needs to follow his own advice that he gave to Modi that after 75 hand over reigns to someone else. 

He has become a net negative for the Hindu community 35",35,35,35
Modi resign,/Crazy_Ash96,2025-08-29T12:40:07.000Z,Ashwin_Ash ᵐᵃˢᵗᵉʳ @Crazy_Ash96 · Aug 29 Replying to @News18TamilNadu BJPs modi Propaganda and inefficient foreign policy is putting India in a bad position In the global market Modi has failed all Indians and is now trying to stitch an partnership with China which is more dangerous than what we have now Resign and let @RahulGandhi do the talking 3 540,3,3,3
Modi resign,/San_Desh01,2025-08-29T12:38:09.000Z,"SDeshmukh @San_Desh01 · Aug 29 How is this possible? .. India's economy is dead, so how can it grow at 7.8%? ...We don’t believe this... Modi should resign ... 6 8 157",6,6,6
Modi resign,/rowdy_ramanaa,2025-08-29T12:30:29.000Z,"Rowdy Ramana @rowdy_ramanaa · Aug 29 Replying to @nabilajamal_ USA: 
Handled very well, this guy is dangerous and can harm anyone.

If It was India:
Dictatorship
Hindutva dominance Modi should resign 12",12,12,12
Modi resign,/Sindhbabulislm,2025-08-29T12:27:28.000Z,"Sheikh Hamdan Ali Khalili @Sindhbabulislm · Aug 29 People in India are fed up with Modi , and now Indians in London are also shouting — “ Resign Modi !”
Clear proof of Modi govt’s failed foreign policy. #ResignModi #LondonProtest #ModiFailed #VoiceOfPeople #Democracy 1 38",1,1,1
Modi resign,/Prasad17431090,2025-08-29T12:18:43.000Z,Prasad Rishi @Prasad17431090 · Aug 29 Replying to @NDTVProfitIndia Modi is directly responsible. He must resign . #ModiDisasterForIndia #IndiaFirst 13,13,13,13
Modi resign,/Shahrcasm,2025-08-29T11:18:26.000Z,"Babu Bhaiya @Shahrcasm · Aug 29 Modi should resign . Oh wait... Quote NDTV Profit News Feed @NDTVProfit · Aug 30, 2013 GDP growth, at 4.4 per cent, is the slowest in four years 4 46 1.6K",4,4,4
Modi resign,/postworldsoc,2025-08-29T10:38:43.000Z,"Asok @postworldsoc · Aug 29 Replying to @SushantBSinha Well said! Now, Modi must resign promptly. He has lost every bit of respect. Even BJP workers are abusing him from #VoterAdhikarYatra 's stages!
He is insulting the position of PM by staying there when his legitimacy ended years ago. People know he is a Vote Chor. 5",5,5,5
Modi resign,/pralay0007,2025-08-29T10:07:43.000Z,Pralay Adhikary @pralay0007 · Aug 29 Replying to @AadiAchint Modi ji should resig n 48,48,48,48
Modi resign,/JainYkd70,2025-08-29T09:33:48.000Z,Yogesh jain @JainYkd70 · Aug 29 Replying to @AstroSharmistha @Subbu_7913 and @homam108 By they way same person ki same kundali hai to ek ki astrology kehti h ki he may resign aap bole he will continue till 2028-29. How is it even possible ? Modi ji ki kundali aapne or unhone dkhi hogi. There can be different method but answer should br same. @AstroSharmistha 1 81,1,1,1
Modi resign,/MonikaGupt20189,2025-08-29T09:33:45.000Z,Monika Gupta(mona) @MonikaGupt20189 · Aug 29 Replying to @PMOIndia and @narendramodi Modi sir hum kisi bridge tunnel nhi chahty . Pb tbah ho gye janwer mary gye . Kya aap soye huy hai ki aap bhi abh kursi ky lalalch main aa gye hai . Agar resign dyngy entrance test system lagoo ker dei. Ek jati marti hai baki active ho jati hai aao pb dekho. Kyu nhi aaye 1 166,1,1,1
Modi resign,/santhoshunayak,2025-08-29T09:29:06.000Z,"Santhosh Nayak @santhoshunayak · Aug 29 @grok modi ji resign karega tho ho Monday market gap up 
Boldo deep state want @narendramodi ji to resign 1 13",1,1,1
Modi resign,/RationalistofTN,2025-08-29T09:14:31.000Z,"Patriotic Indian @RationalistofTN · Aug 29 Replying to @WeDravidians Modi 's refusal to cut Russian oil imports, to support Reliance's profits, has triggered Trump's 50% tariffs. Common Indians face higher prices & job losses because of this. Modi should resign . #IndiaTariffs #ModiFails #ResignModi 1 68",1,1,1
Modi resign,/i_Shreesh,2025-08-29T08:14:10.000Z,"Shreesh @i_Shreesh · Aug 29 I never would have thought i would be ever supporting congress but the scamsters nitin gadkari has made me do it. Although i have full support to modi ji and yogi ji just to be clear . #nitingadkari should resign and @PMOIndia office should take back decision Quote Congress Kerala @INCKerala · Aug 28 When you fill E20 Petrol you are helping this hardworking gentleman Nikhil Nitin Gadkari make a living.

His company CIAN Agro had revenue of just ₹17 Cr in Jun 2024 quarter. In one year, that became ₹511 Cr. A small jump of only 2905%.

The stock that was ₹43 last year is now Show more 48",48,48,48
Modi resign,/Manoj_kairon,2025-08-29T07:44:33.000Z,"मोजू हिन्दुस्तानी @Manoj_kairon · Aug 29 Replying to @shilpa_cn @anjanaomkashyap @aajtak If this much confidence you have on your survey so why don't you ask Mr. Modi plz resign and go in election and come with a full majority. Why is he PM with 240 seats when he has the opportunity to win 260 seats. 
है दम !! 3",3,3,3
Modi resign,/SurajeetSingh4,2025-08-29T07:12:40.000Z,"Surajeet Singh @SurajeetSingh4 · Aug 29 Replying to @Akshay01shukla They were Proven Guilty in Court...
When it happens with Gadkari, he will have to resign too...
Again who is stopping Congress to go to supreme court against BJP ministers....
Drag them in court prove them guilty and that's it...
Again it's not defence for Modi Govt. 1 1 13",1,1,1
Modi resign,/Archana05583518,2025-08-29T05:57:30.000Z,"Archana Jha @Archana05583518 · Aug 29 GOBARKAAL gaumutra bharat under #ModiDisasterForIndia regime #modi _must_ resign garbage party gutter politics gobar Minister gaumutra ideology dustbin DNA policy paralysis ideological bankruptcy defunct mindset #Modani model doggie #media donkey #journalism #11YearsOfLootLiesFraud Quote Bole Bharat @bole_bharat · Aug 28 बताओ, नड्डा ने बोला 2020 में था, आतंकवादी घुसे 2025 में।

जेपी नड्डा को स्क्रिप्ट 5 साल पहले ही पकड़ा देते हो #Bihar #Security #BJP #NarendraModi #Terrorist #Attack 11",11,11,11
Modi resign,/INDER1199,2025-08-29T05:41:39.000Z,"Banarasi Banjara @INDER1199 · Aug 29 #EthanolScam #nitingadkari biggest scammer in Modi Govt. Must be fired or resign immediately for destroying Auto Industry for benefit of his Son’s

Nepotism at its peak 15",15,15,15
Modi resign,/ramsgk,2025-08-29T05:31:40.000Z,"Rk @ramsgk · Aug 29 Replying to @RajeshwariRW Ohh yes, Modi please resign 11",11,11,11
Modi resign,/shuchitasrivast,2025-08-29T04:23:03.000Z,"SHUCHITA SRIVASTAVA @shuchitasrivast · Aug 29 It's time for Modi to resign .
वोट चोर, गद्दी छोड़ ! Quote Rahul Gandhi @RahulGandhi · Aug 28 बेगुनाह इल्जाम लगने पर चुप नहीं बैठता,
और चोर पकड़े जाने पर ख़ामोश हो जाता है।

मोदी जी चुप हैं, क्योंकि पता है चोरी पकड़ी गई है। 1 2 2 28",1,1,1
Modi resign,/noname98210403,2025-08-29T04:06:26.000Z,noname @noname98210403 · Aug 29 Replying to @RealPNavarro You made a blunder calling it Modi 's war. Lmao... people gonna come after you now. And everybody can see your play old guy. You can't get outta this now. Just resign . 20,20,20,20
Modi resign,/shailen92990413,2025-08-29T03:34:49.000Z,"Shailendra @shailen92990413 · Aug 29 Replying to @mohanchembur and @shaandelhite But rahul gandu was saying EVM fault earlier.. now its vote chori.. and vote chori also Modi is not doing properly, in 3rd term he could not get full majority.. n Maharashtra, TN, UP performance was pathetic.. he shud resign for not doing chori properly.. 6",6,6,6
Modi resign,/SAPAMSUBHANGKER,2025-08-29T02:43:39.000Z,"Sapam Subhangker @SAPAMSUBHANGKER · Aug 29 PM Modi Should Resign On Moral Ground ........Crude oil imports from Russia set to dip in Sep, Oct before rising again https:// mybs.in/2epR2ZY Download the BS App https:// mybs.in/apps for more insights. India's crude oil imports from Russia to dip briefly, then rebound From business-standard.com 24",24,24,24
Modi resign,/ranasahni12,2025-08-29T02:27:50.000Z,"rana sahni @ranasahni12 · Aug 29 Wat wil Karma do wen biological man is there भुखमरी jobless country Education LESS Economy GDP and worst part is Loan on India is so high which coming govt faces biggest problems and still Modi is there 
3options he will resign Fake DEGREE and if support draw by Naidu and Nitish Quote Shenaz @WeThePeople3009 · Aug 29 Good morning friends. 25",25,25,25
Modi resign,/ranasahni12,2025-08-29T02:14:46.000Z,"rana sahni @ranasahni12 · Aug 29 Replying to @rajuparulekar Rajiv ex EC Gynesh now Modi shah Judge Rajan Gogai and top judge C Chud all r ruined destroyed India and Indians! The most worst part is the loan taken by Modi after 2014 wil give very  hard time for coming govt
He will ruin more if not resign 3options degree Naidu Nitish 2 86",2,2,2
Modi resign,/aradhiyakumar0,2025-08-29T01:03:17.000Z,"Aradhiya @aradhiyakumar0 · Aug 29 Narendra Modi has won 3rd term by rigging, Rahul Gandhi Ji has caught his VoteChori, he should resign moral ground. Modi has lowered the dignity of Prime Minister’s chair, Rahul Gandhi is a gentleman. 

— Voters of Bihar 1:27 From Shantanu 4 6 84",4,4,4
Modi resign,/Kap57608111,2025-08-29T01:03:02.000Z,"Ravi Kapur @Kap57608111 · Aug 29 Narendra Modi has won 3rd term by rigging, Rahul Gandhi Ji has caught his VoteChori, he should resign moral ground. Modi has lowered the dignity of Prime Minister’s chair, Rahul Gandhi is a gentleman. 

— Voters of Bihar From Shantanu 8 11 136",8,8,8
Modi resign,/DesiKeeda007,2025-08-29T00:30:39.000Z,keedon ka Badshah @DesiKeeda007 · Aug 29 Replying to @shilpa_cn Well according to Modi he should resign from politics at 75 so not sure why he will contest next ekection 11,11,11,11
Modi resign,/EnkayKotiyath,2025-08-28T22:13:49.000Z,Enkay @EnkayKotiyath · Aug 29 Loksabha election was held 14 months back. What is the purpose to make this survey? Is Modi going to resign and ask the President to dissolve Parliament and conduct election again? 4,4,4,4
Modi resign,/LakSpectator,2025-08-28T18:24:38.000Z,"LakSpectator @LakSpectator · Aug 28 Replying to @LakSpectator @BillGates and @realDonaldTrump AWAY ONLY AT MY PLEASURE. 

next, Pres T: what shd i make out, from RSS chief jumpg in india today? n proclaimg neither he nor modi will resign ? i was taken by shock, n cant understand, but, nevertheless, couldnt care less - i need 2 move for  myself n Parents urgently. 1 1 11",1,1,1
Modi resign,/Mahesh98301088,2025-08-28T18:14:46.000Z,Mahesh @Mahesh98301088 · Aug 28 Replying to @AstroSharmistha I am not against you or astrology but you said the ind pak war will extend for four months narendra modi won't de-escalate without pok. In one podcast modi will resign in 2027. But now you are saying he may contest the next election. Touching all probabilities 41,41,41,41
Modi resign,/csmprasaad,2025-08-28T17:57:14.000Z,"Srinivasa C M P @csmprasaad · Aug 28 Yes, NDA alliance dividing 2 parts, Modi ji 75 yrs age, must resign all positions as as PM, NDA Modi ji 75yrs complete, NDA new Prime Minister @ncbn ji @naralokesh AP Chief Minister, @bjp4ind Quote Yashraj Sharma @Yashraajsharrma · Aug 28 Many of my tweets go silent because people don’t see the signs in the present.
Last year, I wrote that the Centre should strengthen security in J&K for 2025.
We all saw what happened in Pahalgam.

For two years now, I have been writing that 2026 will be critical—for the Indian Show more 18",18,18,18
